layout,model,tp,pp,label,layer_split,ffn_splits,workload,n_req,in_len,out_len,tps,itl_ms,ttft_ms
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,decode_heavy,16,128,512,672.8,22.4,955.3
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,decode_heavy,16,128,512,625.6,24.3,923.6
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,decode_heavy,16,128,512,562.9,23.3,2664.6
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,decode_heavy,16,128,512,551.6,25.2,2290.4
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,decode_heavy,16,128,512,359.3,39.2,2858.7
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,decode_heavy,16,128,512,194.1,74.7,4169.9
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,decode_heavy,32,128,512,1214.3,25.5,591.7
4+4,mixtral8x7b,8,1,TP8PP1_uniform,32,1792:1792:1792:1792:1792:1792:1792:1792,decode_heavy,32,128,512,1168.9,27.5,372.0
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,decode_heavy,32,128,512,1098.5,29.5,97.3
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,decode_heavy,32,128,512,1092.6,30.0,60.1
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,decode_heavy,32,128,512,1024.1,28.5,1569.7
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,decode_heavy,32,128,512,746.3,42.9,65.2
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,decode_heavy,32,128,512,397.2,77.2,2029.9
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,decode_heavy,64,128,512,2040.3,31.5,49.4
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,decode_heavy,64,128,512,2006.5,29.7,1128.1
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,decode_heavy,64,128,512,1929.5,33.2,52.4
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,decode_heavy,64,128,512,1790.2,35.8,109.0
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,decode_heavy,64,128,512,1591.8,41.1,148.4
4+4,mixtral8x7b,8,1,TP8PP1_uniform,32,1792:1792:1792:1792:1792:1792:1792:1792,decode_heavy,64,128,512,1554.6,42.2,115.0
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,decode_heavy,64,128,512,804.6,79.7,165.0
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,decode_heavy,96,128,512,2899.9,32.8,207.5
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,decode_heavy,96,128,512,2809.2,34.2,85.5
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,decode_heavy,96,128,512,2783.6,34.2,115.9
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,decode_heavy,96,128,512,2587.5,37.0,88.9
4+4,mixtral8x7b,8,1,TP8PP1_uniform,32,1792:1792:1792:1792:1792:1792:1792:1792,decode_heavy,96,128,512,1618.5,61.1,136.3
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,decode_heavy,96,128,512,1587.5,59.9,348.5
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,decode_heavy,96,128,512,1044.2,91.9,231.2
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,prefill_heavy,16,1024,128,520.5,22.1,1089.0
4+4,mixtral8x7b,8,1,TP8PP1_uniform,32,1792:1792:1792:1792:1792:1792:1792:1792,prefill_heavy,16,1024,128,484.4,20.6,1583.2
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,prefill_heavy,16,1024,128,359.4,30.2,1848.9
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,prefill_heavy,16,1024,128,355.8,29.8,1955.1
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,prefill_heavy,16,1024,128,332.0,36.6,1502.6
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,prefill_heavy,16,1024,128,168.5,56.4,4975.7
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,prefill_heavy,16,1024,128,116.6,77.9,7629.2
4+4,mixtral8x7b,8,1,TP8PP1_uniform,32,1792:1792:1792:1792:1792:1792:1792:1792,prefill_heavy,32,1024,128,1062.8,28.0,229.0
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,prefill_heavy,32,1024,128,1050.8,26.9,418.6
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,prefill_heavy,32,1024,128,1015.4,28.1,425.8
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,prefill_heavy,32,1024,128,939.7,29.7,549.6
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,prefill_heavy,32,1024,128,938.4,32.7,170.1
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,prefill_heavy,32,1024,128,854.8,35.9,198.2
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,prefill_heavy,32,1024,128,406.1,77.3,236.5
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,prefill_heavy,64,1024,128,1915.2,31.0,299.7
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,prefill_heavy,64,1024,128,1695.7,36.2,166.5
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,prefill_heavy,64,1024,128,1651.2,36.2,307.2
4+4,mixtral8x7b,8,1,TP8PP1_uniform,32,1792:1792:1792:1792:1792:1792:1792:1792,prefill_heavy,64,1024,128,1510.8,39.3,296.8
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,prefill_heavy,64,1024,128,1452.4,41.8,260.1
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,prefill_heavy,64,1024,128,1400.2,40.8,561.3
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,prefill_heavy,64,1024,128,679.6,92.6,236.9
4+4,mixtral8x7b,4,2,TP4PP2_uniform,16-16,3584:3584:3584:3584,prefill_heavy,96,1024,128,2785.1,32.5,184.4
4+4,mixtral8x7b,4,2,TP4PP2_skew+8,24-8,3584:3584:3584:3584,prefill_heavy,96,1024,128,2769.6,32.0,278.4
4+4,mixtral8x7b,2,4,TP2PP4_uniform,8-8-8-8,7168:7168,prefill_heavy,96,1024,128,2645.5,34.0,248.9
4+4,mixtral8x7b,4,2,TP4PP2_skew+12,28-4,3584:3584:3584:3584,prefill_heavy,96,1024,128,2372.6,37.6,278.4
4+4,mixtral8x7b,8,1,TP8PP1_ffn_bias+50,32,2688:2688:2688:2688:896:896:896:896,prefill_heavy,96,1024,128,1470.0,59.3,661.5
4+4,mixtral8x7b,8,1,TP8PP1_uniform,32,1792:1792:1792:1792:1792:1792:1792:1792,prefill_heavy,96,1024,128,1465.0,60.5,522.5
4+4,mixtral8x7b,1,8,TP1PP8_uniform,4-4-4-4-4-4-4-4,14336,prefill_heavy,96,1024,128,991.7,94.4,291.4
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,balanced,16,512,256,572.7,24.4,923.9
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,balanced,16,512,256,473.0,30.4,886.4
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,balanced,16,512,256,459.1,30.0,1249.9
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,balanced,16,512,256,430.5,30.3,1749.9
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,balanced,16,512,256,377.0,33.8,2241.3
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,balanced,16,512,256,347.7,32.2,3546.9
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,balanced,16,512,256,247.1,53.1,3024.6
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,balanced,16,512,256,196.9,64.7,4273.1
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,balanced,32,512,256,1114.9,28.2,119.4
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,balanced,32,512,256,1046.9,30.2,102.1
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,balanced,32,512,256,909.0,34.8,125.9
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,balanced,32,512,256,904.5,35.1,92.5
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,balanced,32,512,256,725.3,43.0,286.3
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,balanced,32,512,256,711.6,44.2,203.7
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,balanced,32,512,256,700.5,45.1,155.4
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,balanced,32,512,256,494.0,64.3,159.5
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,balanced,64,512,256,1815.0,34.5,172.3
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,balanced,64,512,256,1711.3,36.3,215.0
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,balanced,64,512,256,1577.1,37.8,686.2
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,balanced,64,512,256,1566.3,40.1,147.8
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,balanced,64,512,256,1320.1,46.5,491.7
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,balanced,64,512,256,814.6,77.9,188.4
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,balanced,64,512,256,751.1,84.1,179.9
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,balanced,64,512,256,736.0,85.7,233.3
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,balanced,96,512,256,2552.9,36.5,213.6
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,balanced,96,512,256,2300.8,40.7,189.6
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,balanced,96,512,256,2036.2,46.4,135.5
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,balanced,96,512,256,2022.6,46.2,234.1
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,balanced,96,512,256,1868.9,47.8,168.8
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,balanced,96,512,256,1176.5,80.3,286.6
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,balanced,96,512,256,731.7,129.9,293.8
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,balanced,96,512,256,706.8,134.2,287.5
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,decode_heavy,16,128,512,579.9,25.8,939.2
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,decode_heavy,16,128,512,577.8,26.0,889.8
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,decode_heavy,16,128,512,516.1,29.5,738.7
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,decode_heavy,16,128,512,514.1,28.5,1342.5
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,decode_heavy,16,128,512,482.1,30.1,1562.6
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,decode_heavy,16,128,512,382.3,36.1,2946.3
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,decode_heavy,16,128,512,370.4,37.3,3049.0
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,decode_heavy,16,128,512,222.3,62.6,4807.4
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,decode_heavy,32,128,512,1119.9,28.2,186.3
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,decode_heavy,32,128,512,1096.6,28.8,185.0
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,decode_heavy,32,128,512,1055.7,30.2,73.8
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,decode_heavy,32,128,512,914.2,34.9,68.7
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,decode_heavy,32,128,512,744.2,42.6,190.9
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,decode_heavy,32,128,512,708.8,44.6,207.7
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,decode_heavy,32,128,512,657.1,46.1,1355.6
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,decode_heavy,32,128,512,482.7,65.7,310.8
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,decode_heavy,64,128,512,1872.1,33.9,127.7
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,decode_heavy,64,128,512,1812.1,34.0,626.7
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,decode_heavy,64,128,512,1790.3,34.7,362.0
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,decode_heavy,64,128,512,1765.9,36.0,89.2
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,decode_heavy,64,128,512,1450.3,43.9,119.5
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,decode_heavy,64,128,512,805.8,79.1,162.8
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,decode_heavy,64,128,512,737.8,85.7,460.9
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,decode_heavy,64,128,512,689.6,92.5,182.0
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,decode_heavy,96,128,512,2612.2,36.4,109.7
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,decode_heavy,96,128,512,2560.0,35.9,521.8
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,decode_heavy,96,128,512,2285.7,40.4,533.1
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,decode_heavy,96,128,512,2034.2,46.8,143.5
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,decode_heavy,96,128,512,2026.9,46.9,163.5
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,decode_heavy,96,128,512,1125.3,81.9,1740.7
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,decode_heavy,96,128,512,729.2,129.9,651.3
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,decode_heavy,96,128,512,711.1,134.5,223.7
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,prefill_heavy,16,1024,128,466.8,27.4,886.4
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,prefill_heavy,16,1024,128,454.2,29.8,676.0
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,prefill_heavy,16,1024,128,374.2,24.2,2378.0
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,prefill_heavy,16,1024,128,354.4,37.4,1013.7
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,prefill_heavy,16,1024,128,335.9,33.1,1875.1
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,prefill_heavy,16,1024,128,261.5,34.3,3453.7
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,prefill_heavy,16,1024,128,222.8,41.1,3955.5
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,prefill_heavy,16,1024,128,141.3,70.5,5514.5
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,prefill_heavy,32,1024,128,1082.2,28.7,106.3
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,prefill_heavy,32,1024,128,933.0,31.4,287.5
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,prefill_heavy,32,1024,128,878.6,35.5,119.1
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,prefill_heavy,32,1024,128,852.1,36.7,124.7
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,prefill_heavy,32,1024,128,800.7,39.2,111.0
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,prefill_heavy,32,1024,128,653.0,47.5,190.7
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,prefill_heavy,32,1024,128,647.9,45.2,539.6
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,prefill_heavy,32,1024,128,339.3,93.0,188.4
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,prefill_heavy,64,1024,128,1706.8,36.0,167.3
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,prefill_heavy,64,1024,128,1619.4,38.0,171.9
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,prefill_heavy,64,1024,128,1550.0,35.8,502.3
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,prefill_heavy,64,1024,128,1469.0,41.9,191.4
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,prefill_heavy,64,1024,128,1185.7,49.4,144.8
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,prefill_heavy,64,1024,128,841.9,65.9,1301.2
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,prefill_heavy,64,1024,128,696.8,89.4,324.3
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,prefill_heavy,64,1024,128,689.5,87.3,507.7
4+4,opt30b,4,2,TP4PP2_uniform,24-24,7168:7168:7168:7168,prefill_heavy,96,1024,128,2240.5,37.6,406.0
4+4,opt30b,4,2,TP4PP2_skew+8,32-16,7168:7168:7168:7168,prefill_heavy,96,1024,128,2075.2,37.0,756.6
4+4,opt30b,4,2,TP4PP2_skew+12,36-12,7168:7168:7168:7168,prefill_heavy,96,1024,128,2066.2,43.7,291.0
4+4,opt30b,2,4,TP2PP4_uniform,12-12-12-12,14336:14336,prefill_heavy,96,1024,128,1933.9,47.5,194.7
4+4,opt30b,2,4,TP2PP4_skew+8,20-20-4-4,14336:14336,prefill_heavy,96,1024,128,1876.2,48.4,263.0
4+4,opt30b,1,8,TP1PP8_uniform,6-6-6-6-6-6-6-6,28672,prefill_heavy,96,1024,128,1145.2,81.3,238.6
4+4,opt30b,8,1,TP8PP1_ffn_bias+50,48,5376:5376:5376:5376:1792:1792:1792:1792,prefill_heavy,96,1024,128,711.7,131.4,346.5
4+4,opt30b,8,1,TP8PP1_uniform,48,3584:3584:3584:3584:3584:3584:3584:3584,prefill_heavy,96,1024,128,691.1,130.9,803.1
